unemprate,Year,State,total.population,male,female,under_5yrs,X5to9_yrs,X10to14_yrs,X15to19_yrs,X60to64_yrs,X65to74_yrs,X75to84_yrs,X85andover,median_age,X18yrsandover,whitepop,blackorafricanam_pop,americanindian_alnat,asian,hispanic_latino,housing_units,ES_16above,ES_inlabor,ES_not_inlabor,ES_own_under6,ES_Gov,ES_Const,ES_Manuf,Male_household_nofamily,None_Family_household,Householder_living_alone,Household_people_under18,Population_in_household,Relationship_child,Never_Married,Divorced,Kindergarten,X12grade_nodiploma,Some_college_no_degree,Grade_professional_degree,Naturalised_US_citizen,Not_US_citizen
4.2,2017,Florida,20278447,9914361,10364086,1105362,1126805,1160129,1194267,1273243,2169519,1234840,522530,41.8,16166865,15343997,3270863,56730,543394,20278447,9259684,16645386,9772762,6872624,1271864,1070198,641435,461205,359895,2663576,2158919,2070279,19847798,5678918,2854861,922622,228572,1053634,2937324,1479474,2235304,1871063
4.7,2017,Georgia,10201635,4968887,5232748,657428,700383,714800,715326,562724,802397,368614,129419,36.4,7702432,6061821,3195268,30552,388946,10201635,4203288,7985333,5026306,2959027,760181,677730,301027,487467,174272,1186856,983015,1263112,9943137,3151788,1434632,380319,141494,583369,1390995,761536,426341,596894
2.4,2017,Hawaii,1421658,713981,707677,91417,84608,84030,78077,88752,133674,66599,37853,38.8,1114075,357308,25884,2756,540556,1421658,535543,1145914,746440,399474,103257,136689,48736,19994,25919,137738,108728,148852,1377486,389977,217448,48160,16693,45113,210452,106253,148632,108079
3.2,2017,Idaho,1657375,830627,826748,114112,122893,125020,117877,99699,146059,69240,27150,35.9,1222764,1507880,11231,21323,22720,1657375,701196,1271362,794662,476700,134431,113124,53093,72969,26855,194897,159155,200867,1627495,509681,194739,69890,23286,64779,282995,90838,37777,60680
4.9,2017,Illinois,12854526,6312600,6541926,785560,815494,843048,855867,766701,1045472,549583,252877,37.7,9895529,9236701,1833501,29696,671811,12854526,5334847,10237883,6690195,3547688,912376,735353,323578,762175,221257,1695961,1407091,1511085,12553961,3901555,1924850,429140,159712,544799,1812247,1122258,886976,913882
3.6,2017,Indiana,6614418,3258279,3356139,418329,440339,446271,458738,400651,557797,284157,126614,37.5,5036563,5546787,613060,15027,137680,6614418,2855378,5216340,3329372,1886968,482619,333491,183127,587394,119824,873059,717931,803968,6425770,1933216,877029,296442,84720,343773,904964,401467,126702,206958
3.1,2017,Iowa,3118102,1548035,1570067,196485,205125,204737,215037,197150,269334,153914,77778,38.1,2389398,2824197,106762,10791,71178,3118102,1376133,2470612,1670448,800164,230457,212517,100925,241327,52688,451011,362580,376231,3017668,844620,404063,123297,43038,102455,440583,185462,59211,97268
3.6,2017,Kansas,2903820,1445980,1457840,196826,204193,198652,200120,174139,235841,128388,62044,36.3,2185546,2465518,168470,23503,80738,2903820,1259647,2264633,1509484,755149,231511,220124,89848,179467,49591,386837,322256,360415,2823480,842732,370087,115847,41321,109443,445804,221339,76003,127777
4.9,2017,Kentucky,4424376,2179025,2245351,274140,281151,284907,288717,275244,398816,197081,76809,38.6,3411784,3862600,353088,9324,59593,4424376,1965202,3526066,2093572,1432494,309485,279246,113506,280795,83075,587597,489398,540452,4293245,1220602,554759,210032,54978,260397,625391,285652,61265,99437
3.4,2017,Maine,1330158,651040,679118,64394,71858,73071,81002,98646,145926,72436,31769,44.3,1073331,1258918,16906,8212,14804,1330158,735711,1104528,697342,407186,74647,89787,44995,60167,24524,205746,161120,143583,1294208,321598,168829,69002,14290,49053,187812,105195,26596,20960
5.1,2017,Louisiana,4663461,2281239,2382222,310431,312736,305492,303450,280980,388168,193008,74672,36.4,3550728,2909599,1500648,27094,80980,4663461,2031064,3674007,2204055,1469952,356650,302249,163286,160340,88910,615581,519662,554512,4534218,1430342,696590,192713,61073,319765,657791,249538,79168,114487
3.7,2017,Massachusetts,6789319,3293426,3495893,362855,371193,398770,459799,422234,589388,305023,155340,39.4,5405787,5358373,499774,14336,426225,6789319,2864989,5576176,3755481,1820695,423842,427869,194219,317979,109357,938096,736053,769371,6538591,1902034,1071220,213328,77478,241431,741582,879256,577937,519292
4.2,2017,Maryland,5996079,2906277,3089802,366750,373293,376807,387809,362734,496864,243831,108490,38.5,4648466,3395212,1782256,16281,373065,5996079,2427014,4800851,3267069,1533782,423900,664664,203192,136368,106150,720907,588076,713897,5855584,1800790,879305,194767,76884,251201,786290,736699,451224,443489
4.6,2017,Michigan,9925568,4880579,5044989,571999,601601,634551,674265,652286,909353,459497,206383,39.6,7717047,7813199,1374515,51804,289082,9925568,4568200,7985908,4890342,3095566,662315,476912,228820,831697,182351,1379036,1134862,1142299,9695870,2866304,1427168,414919,121717,452157,1588068,739199,336737,316459
3.4,2017,Minnesota,5490726,2731831,2758895,349962,362905,359707,356614,336345,451386,237556,114776,37.9,4204388,4598252,326953,57566,255935,5490726,2404624,4347413,3036696,1310717,409368,338915,169068,391780,91668,763021,609357,662900,5357190,1558055,761395,195859,71732,155089,795044,436311,225510,222887
5.1,2017,Mississippi,2986220,1448717,1537503,190855,204574,206966,212377,177837,257630,131156,48241,36.9,2259919,1755471,1122576,13258,28859,2986220,1308259,2341439,1349864,991575,217935,221107,82677,163823,54298,358132,310702,368719,2892138,909996,415396,122665,45227,215393,441829,157325,26424,42470
3.7,2017,Missouri,6075300,2981332,3093968,373141,384484,393177,398602,377806,544197,288729,123106,38.4,4685891,5004537,703061,25933,112959,6075300,2763250,4844505,3062657,1781848,427686,349585,176116,329833,105431,848246,696905,724127,5900263,1698335,794125,266619,76899,302552,917414,437511,111794,131041
3.9,2017,Montana,1029862,517860,512002,61218,64409,62752,64393,74348,104273,51010,20855,39.8,803704,916664,4438,66865,7448,1029862,501099,828198,526388,301810,71242,87271,40942,23204,17781,159226,127716,114479,1001023,262093,134159,48902,13594,34918,170126,71219,11375,10396
2.9,2017,Nebraska,1893921,943547,950374,130827,132758,130437,129066,112761,152726,85016,40856,36.3,1424102,1663612,89718,16012,42208,1893921,824176,1474713,1031005,443708,152508,135934,67314,105404,30906,265464,216775,237121,1841687,538786,244332,69815,26410,62269,288681,126270,47740,82920
2.7,2017,New Hampshire,1331848,659131,672717,64233,72965,76603,88725,93279,129717,61133,28443,42.7,1067991,1244260,18632,2148,33313,1331848,627619,1102267,748779,353488,76033,94361,49533,89847,23372,176052,134536,150964,1289641,345269,176867,58602,14137,46172,176656,129334,42465,36404
5,2017,Nevada,2887725,1450091,1437634,181207,190112,186824,176996,168998,262946,118088,39296,37.7,2217723,1936453,253013,32426,232502,2887725,1220422,2292486,1465320,827166,208899,159871,85110,57681,63951,380800,299082,329681,2850083,842979,425940,149096,36422,162406,506805,159510,268358,293386
4.6,2017,New Jersey,8960161,4372321,4587840,526716,547575,571455,575048,538598,755476,399788,198735,39.6,6960340,6085474,1207356,18006,844105,8960161,3595055,7197215,4724242,2472973,616144,589100,249596,362892,155273,981832,822446,1069635,8774359,2845697,1324199,241649,112151,351184,1026060,907865,1081706,897450
5.9,2017,New Mexico,2084828,1032086,1052742,131062,140361,142616,139735,131093,194658,97707,36317,37.3,1587101,1547843,42187,197191,29991,2084828,927790,1643708,962123,681585,152277,194470,60046,37936,43657,278900,233131,238687,2041820,635398,310013,93771,28471,117878,324980,162504,74921,126377
4.7,2017,New York,19798228,9604111,10194117,1176877,1140985,1159505,1254505,1193182,1675514,895023,437814,38.4,15594924,12638791,3100685,77130,1652846,19798228,8255911,16080981,10176202,5904779,1347880,1448673,528962,590021,363352,2669680,2171572,2194841,19220855,5868068,3207686,563501,234104,1011359,2169152,2101826,2484644,2006012
4.5,2017,North Carolina,10052564,4895368,5157196,603983,640808,653323,665055,600397,904811,443367,166759,38.4,7762882,6937466,2159427,117998,269164,10052564,4521697,8021719,5019831,3001888,700654,660018,306585,569099,171483,1322907,1095349,1216304,9784981,2859935,1338667,366266,127535,556286,1468899,722112,289662,498309
2.7,2017,North Dakota,745475,382121,363354,51766,49080,43801,47905,44059,56390,33235,17571,35.1,575105,654024,17365,39507,10197,745475,360660,592279,417893,174386,59536,62761,30829,27446,13115,124468,96953,87617,719063,187425,111896,27236,10101,21535,110330,37773,10420,16295
5,2017,Ohio,11609756,5686081,5923675,695704,721139,747158,774385,749115,1044159,548223,252260,39.3,8982588,9503779,1428230,21872,235878,11609756,5174838,9290812,5875255,3415557,800340,661061,284337,849082,216840,1676708,1391133,1381829,11296980,3279563,1601709,497221,140573,577205,1614614,807423,254415,247920
4.2,2017,Oklahoma,3896251,1930615,1965636,265113,269426,265580,260565,225929,331975,175838,66517,36.3,2939976,2828569,283821,289871,80670,3896251,1712841,3043261,1869043,1174218,302792,291715,124771,170277,75016,497279,414010,479559,3786725,1127641,484618,184063,56578,211219,602859,211476,79098,150488
4.1,2017,Oregon,4025127,1993822,2031305,231854,242780,242234,245601,273843,392682,179433,82974,39.2,3160871,3416776,76347,45332,166351,4025127,1733041,3260075,2026747,1233328,266672,257394,110115,215210,69729,576889,435373,457331,3936874,1054092,552347,185146,46420,166982,723165,341435,168764,229637
4.9,2017,Pennsylvania,12790505,6260160,6530345,711647,736583,763267,834335,846032,1195873,659750,325399,40.7,10101588,10378174,1417611,24995,417525,12790505,5653599,10419971,6523666,3896305,825669,633509,351087,726822,223912,1790396,1484869,1420567,12363237,3567900,1866783,441330,141342,602519,1427444,1051486,438578,403153
4.4,2017,Rhode Island,1056138,512581,543557,54571,56675,61119,73590,67549,93339,49153,27652,39.9,845556,854801,68346,5413,35556,1056138,466670,871329,568020,303309,63869,64352,28458,56576,18885,153728,126011,119319,1014551,293364,164230,40004,10609,52194,132266,95881,76866,67344
4.3,2017,South Carolina,4893444,2376759,2516685,289964,309396,306139,322182,314636,489068,223628,82560,39,3802489,3292598,1332110,14992,71994,4893444,2229324,3926466,2381900,1544566,331452,331131,142044,300142,83365,632946,532882,565221,4756406,1384337,671931,185449,71683,299123,692360,326982,95882,141907
3.2,2017,South Dakota,855444,430587,424857,60212,60424,57249,56282,54278,72564,39732,19822,36.8,644483,724430,14698,74062,11693,855444,382912,666450,458023,208427,69293,65223,31905,43702,15153,123304,101755,103097,821456,230342,114479,34588,12156,28892,122132,46646,10470,17888
3.8,2017,Tennessee,6597381,3217073,3380308,402578,414561,424276,422264,406303,605154,297881,110321,38.6,5099734,5131786,1107392,17568,110605,6597381,2903199,5270257,3225549,2044708,460619,408851,189877,391320,115864,857711,715262,789370,6443385,1866546,840285,291839,80168,375345,934347,428160,121260,205694
4.3,2017,Texas,27419612,13616977,13802635,1981850,2026889,2015877,1956315,1402557,1915612,940462,359832,34.3,20206495,20459525,3286950,130360,1236852,27419612,10611386,20998008,13565038,7432970,2294591,1675173,1038063,1116657,481764,2870116,2352249,3530159,26815013,8924348,3753223,968791,413027,1491909,3857193,1721618,1667217,2955178
3.3,2017,Utah,2993941,1506614,1487327,254014,260897,253015,231802,135387,181190,91294,34611,30.5,2082530,2600077,33619,32079,67545,2993941,1046597,2179088,1480657,698431,299151,204604,94370,151378,39996,234115,180049,391666,2947466,1084200,363056,89589,51479,93698,466394,191854,94347,153811
2.9,2017,Vermont,624636,308026,316610,29829,33012,34463,43438,46638,65301,30801,13449,42.8,504856,590499,7921,2072,9680,624636,331106,520031,342645,177386,34829,46251,24026,34873,10236,99968,76569,67446,599387,148310,88383,28773,6765,22651,76013,65552,15501,12712
3.7,2017,Virginia,8365952,4113988,4251964,509922,522148,519554,547684,497510,706482,340671,140714,38,6499678,5720209,1605447,22499,520119,8365952,3466921,6708391,4431500,2276891,589925,819795,264774,289635,132960,1027555,831212,1002203,8123404,2388017,1156982,285014,108100,369037,1117556,912578,518288,496678
5.2,2017,West Virginia,1836843,907621,929222,101045,103690,106697,110575,132974,196401,100401,39524,42.2,1459974,1714591,65300,3322,14096,1836843,889277,1503051,805727,697324,114029,140020,46692,59860,35414,256647,216676,205402,1788621,478849,232272,93545,20453,121235,239718,101998,14950,14628
4.7,2017,Washington,7169967,3580888,3589079,448145,456291,442413,441695,444689,619386,282777,126877,37.6,5554591,5500837,261743,94754,578822,7169967,3025516,5734852,3685819,2049033,519299,543582,216981,353242,125165,973158,745842,852879,7027628,1977228,995489,295581,90564,260358,1174696,622908,464628,521887
4.2,2017,Wyoming,583200,298301,284899,37457,40669,38297,36824,39345,50406,24025,9808,37,444842,532394,6121,13549,5102,583200,273088,459782,310748,149034,43511,61401,22165,11821,11142,81140,65248,69356,569009,158537,72713,29112,7701,20964,102720,36156,7912,12807
3.3,2017,Wisconsin,5763217,2864115,2899102,337472,361656,370200,382117,370515,505120,265453,126151,39.2,4469267,4950577,365884,50094,152325,5763217,2668692,4618274,3087719,1530555,395492,358788,160587,540274,105793,847228,675580,677337,5615789,1581966,810062,228803,83932,213704,814870,386068,125644,155747
3.9,2018,Alabama,4864680,2355799,2508881,292125,302174,312093,323914,309004,463057,237339,83436,38.9,3765887,3317453,1293186,25576,64609,4864680,2244462,3894696,2237164,1657532,329913,317652,135759,295803,78523,630364,548612,564312,4745881,1420593,632616,214079,60573,320651,713655,307152,63087,105024
6.5,2018,Alaska,738516,385579,352937,54240,52628,49721,47451,43853,53366,18815,6247,34,552378,478834,24129,106660,46556,738516,315386,571528,396353,175175,62365,89667,24492,12792,14959,85829,65197,88509,711117,226219,116513,31347,10549,22515,129419,51592,32782,24617
4.7,2018,Arizona,6946685,3453439,3493246,436102,452832,467267,468197,408828,674235,355536,128549,37.4,5312902,5364141,305259,309580,228887,6946685,2970935,5498826,3274526,2224300,497853,416321,208060,211862,138254,876174,689602,780860,6790680,2022987,1019271,299688,87642,346719,1172161,502951,394826,538326
3.6,2018,Arkansas,2990671,1468412,1522259,190311,197784,197795,201068,181928,284024,147254,56258,37.9,2284728,2302874,460970,20037,43988,2990671,1362040,2364108,1372359,991749,216357,197397,84382,174680,52998,387359,327441,364332,2906459,841966,363211,141330,39650,175645,451364,162901,45662,96818
4.3,2018,California,39148760,19453769,19694991,2480679,2499319,2556669,2583578,2192477,3061431,1552456,701570,36.3,30075105,23529068,2267875,296475,5604339,39148760,14084824,31109195,19758291,11350904,2857888,2460813,1132708,1706099,773046,4050207,3084533,4510547,38329281,12167052,6301080,1205003,521251,2004376,5582150,3272956,5353219,5184310
3.2,2018,Colorado,5531141,2780831,2750310,335199,355399,359334,354630,331165,455831,201744,83063,36.6,4271322,4655584,227938,54483,172695,5531141,2352202,4409148,3012312,1396836,391839,378614,229930,190116,97891,761704,578532,658570,5411306,1527658,794592,234293,70447,189113,803337,560422,224034,318943
4.1,2018,Connecticut,3581504,1747131,1834373,184983,201006,224135,247182,235949,327414,170979,89187,40.8,2828879,2734880,378262,9698,158817,3581504,1512305,2924591,1944843,979748,215787,231961,107331,190995,61758,474434,390350,407225,3466662,1046036,539472,126951,39090,134758,416267,426303,262828,250818
3.8,2018,Delaware,949495,459570,489925,54854,55166,58676,59798,61626,99666,49025,18438,40.2,746069,654905,209892,3455,36723,949495,428251,769793,482623,287170,62203,65343,29997,38131,16416,119864,97487,103414,924444,269603,135250,35178,11723,44608,125186,86438,41473,45905
5.7,2018,District of Columbia,684498,324881,359617,44692,33728,27563,37417,33464,46920,23836,10956,33.9,562761,280469,321317,1993,26718,684498,311545,573275,401740,171535,49463,89149,10009,4684,9811,159534,124201,58763,644878,153954,155768,20436,7806,26819,62618,161532,40170,55988
3.6,2018,Florida,20598139,10071925,10526214,1117420,1131739,1176979,1201106,1314377,2247594,1280841,535941,41.9,16449587,15529098,3316376,58118,559168,20598139,9348689,16932309,9931799,7000510,1282636,1079061,677886,470883,370231,2703919,2188759,2074667,20166501,5761092,2915875,938502,229047,1045665,2963473,1561822,2329271,1897939
3.9,2018,Georgia,10297484,5012229,5285255,655810,697132,718143,721206,578604,835224,383686,133379,36.5,7796189,6079976,3239300,33484,402501,10297484,4241003,8082220,5091132,2991088,754832,683645,312382,501425,175248,1207720,997979,1265807,10037150,3172455,1458526,383369,139548,579158,1394241,797169,444501,591482
2.5,2018,Hawaii,1422029,713772,708257,90388,85114,83667,77674,89919,139078,68144,38733,38.9,1115528,355612,26266,2987,536842,1422029,539053,1147445,749527,397918,101726,136067,49734,20423,26023,137713,108906,148011,1377998,388924,217911,47512,16034,43298,207856,108943,150370,109216
2.9,2018,Idaho,1687809,845564,842245,114164,123365,126996,120633,101489,153600,72416,27785,36.1,1248633,1527262,11536,22790,23758,1687809,711731,1298537,810430,488107,133543,112234,55969,75266,26870,199643,163549,200859,1657779,519177,201255,72339,23547,64518,287113,94621,39721,61275
4.3,2018,Illinois,12821497,6295915,6525582,776957,802346,836956,847578,780783,1079625,561726,253552,37.9,9894936,9189185,1824125,31864,690822,12821497,5347268,10234674,6679997,3554677,902341,731591,328620,753276,221315,1712705,1417008,1495858,12523597,3866440,1925842,429595,156440,532091,1799808,1155958,899336,898381
3.5,2018,Indiana,6637426,3271068,3366358,418299,437254,446006,458348,411619,577695,291994,126374,37.6,5063133,5548277,619472,14925,144991,6637426,2870670,5243518,3348477,1895041,480397,331328,187588,600516,122762,885425,726648,801236,6449747,1929733,891237,297024,84277,337984,898842,412800,134673,207242
2.6,2018,Iowa,3132499,1554481,1578018,197430,204026,206158,214740,200535,279689,156706,76917,38.1,2402467,2827889,109911,11549,75083,3132499,1386722,2484354,1676339,808015,231043,214090,103031,240151,53290,456345,367268,375489,3032415,848657,410089,123752,42395,101227,441087,191197,61476,100396
3.3,2018,Kansas,2908776,1449413,1459363,194202,201400,200793,200544,177387,245020,130787,61970,36.5,2193231,2460619,169801,24050,83531,2908776,1266378,2272565,1511705,760860,227290,220929,90820,176981,49491,392892,325708,357101,2828708,842426,375900,116644,40006,106507,442045,228614,79978,126705
4.3,2018,Kentucky,4440204,2186715,2253489,274440,280088,284645,290396,279311,411700,202345,77464,38.7,3428185,3866676,354112,9888,62802,4440204,1974406,3542792,2101888,1440904,307782,277015,115400,283018,82763,592972,491997,540581,4309065,1219300,561256,211710,53473,254575,628235,293666,64433,102677
4.9,2018,Louisiana,4663616,2279968,2383648,309339,309094,306416,301500,287507,402615,198533,75559,36.6,3555142,2901106,1502916,26272,79872,4663616,2045554,3677980,2197041,1480939,354266,300589,164773,157532,88389,622070,524332,546175,4534221,1431578,701253,192011,59189,313742,656172,254423,78677,114528
3.2,2018,Maine,1332813,652299,680514,64437,70701,72678,79747,101153,152428,73415,33333,44.6,1078152,1259217,17881,8302,14917,1332813,739077,1109357,699180,410177,74945,88279,45754,59570,24867,208996,163114,142151,1296802,319780,169473,69842,13546,47995,189609,109107,26522,21424
3.9,2018,Maryland,6003435,2910323,3093112,366174,372643,375912,384501,371549,513610,253229,108498,38.6,4659258,3373181,1788090,15644,374277,6003435,2437740,4809210,3261655,1547555,423297,657576,207235,135715,105838,725964,591551,712170,5862883,1793080,876744,195214,74647,245634,779171,752924,462996,440537
3.4,2018,Massachusetts,6830193,3313979,3516214,362681,369390,397457,459381,433667,611755,311380,155089,39.4,5450296,5360006,510558,14493,442574,6830193,2882739,5619991,3778642,1841349,421415,430312,201006,316985,109720,950106,743506,765600,6579553,1908034,1082681,218134,76330,240155,740784,908825,596451,533281
4.1,2018,Michigan,9957488,4899118,5058370,572374,596594,630042,669114,667775,943253,471583,206108,39.7,7761390,7818588,1375424,53235,304403,9957488,4580939,8027949,4923316,3104633,661175,474598,240108,853474,185523,1395129,1146430,1136575,9728101,2864512,1441579,416570,120182,441326,1590065,757375,348239,322866
2.9,2018,Minnesota,5527358,2751748,2775610,351740,363928,361496,356498,343969,470691,243085,116336,37.9,4235751,4606044,342186,58982,262359,5527358,2420473,4379008,3053005,1326003,411663,341016,173411,392925,93217,772287,615196,663373,5394498,1564879,769393,199281,71333,153159,792097,451419,233645,228113
4.8,2018,Mississippi,2988762,1450379,1538383,188575,200574,207354,212886,182350,265521,135296,48661,37.2,2268454,1751193,1125834,13689,28313,2988762,1316108,2350291,1349340,1000951,214991,223242,81780,163470,53350,365308,317826,363381,2892341,912371,419047,124069,44090,210530,440894,162903,26435,43317
3.2,2018,Missouri,6090062,2988772,3101290,372932,381583,392635,396819,387303,561486,295894,124312,38.5,4704999,5008342,704896,26952,116720,6090062,2775635,4864065,3062496,1801569,426258,344768,181680,330525,107055,855696,702904,717695,5915004,1697910,801054,267962,75544,296160,923045,451540,116199,131589
3.6,2018,Montana,1041732,524220,517512,61810,63541,64227,64452,76419,109771,52951,21101,39.8,814140,925642,4630,67289,7947,1041732,505685,838808,532854,305954,71257,86165,41436,23909,17551,163011,130033,113204,1012863,265584,138115,50521,12906,34288,169796,74246,11969,10716
2.9,2018,Nebraska,1904760,949910,954850,131812,132290,131959,129350,114929,159053,85697,41330,36.4,1432242,1666463,90860,17282,44105,1904760,830749,1483161,1035610,447551,153480,136096,68101,103037,31450,270029,219665,238931,1852809,539041,247409,70014,26443,61511,285916,130925,50335,83089
4.4,2018,Nevada,2922849,1467165,1455684,182311,188965,190632,177213,174085,273123,125259,39669,37.9,2248373,1935103,261123,35845,234693,2922849,1235096,2322826,1480282,842544,209345,160996,92041,60312,68216,392745,307649,331289,2885149,846656,434924,151314,36101,160260,515011,167838,273143,293257
2.6,2018,New Hampshire,1343622,664983,678639,64079,72003,76609,88652,95512,135715,62907,29362,42.7,1081059,1250014,20516,2090,36124,1343622,630955,1114817,756239,358578,75482,93774,49932,89824,23544,179173,137426,147661,1301042,349355,181987,59778,13811,46431,177691,134148,44906,36381
4.1,2018,New Jersey,8881845,4335930,4545915,521684,540335,562668,565170,551339,772545,406646,197672,39.8,6908443,6031747,1196764,18649,832403,8881845,3605401,7142175,4684112,2458063,608682,585858,254856,359849,155843,990994,829344,1059950,8697059,2788817,1303439,238903,109189,337896,1019736,926146,1098338,869722
4.9,2018,New Mexico,2092434,1035850,1056584,128357,137860,143893,140188,132632,202928,101037,37550,37.5,1598270,1558886,43006,199896,31513,2092434,932818,1655769,960566,695203,148280,193594,61448,35542,44469,282875,236373,234685,2049476,633095,312633,95949,27503,118835,327375,165067,78111,123123
4.1,2018,New York,19618453,9519555,10098898,1163606,1121174,1146521,1224760,1212727,1719566,910812,438311,38.7,15476820,12514949,3068099,79644,1630341,19618453,8287087,15951997,10070138,5881859,1329064,1446495,533001,574143,363682,2682333,2176387,2170745,19043605,5743048,3156059,558272,230165,982672,2137839,2139561,2502073,1937820
4,2018,North Carolina,10155624,4944759,5210865,603193,635346,658696,676295,618435,941889,458679,170430,38.6,7863008,6994240,2179622,121352,282264,10155624,4573066,8124899,5071505,3053394,697120,665776,316244,579014,173471,1345071,1113548,1219054,9882910,2878059,1361510,370627,125722,546950,1479791,753360,305259,494357
2.6,2018,North Dakota,752201,386183,366018,52820,50637,44289,47651,45061,58728,33322,17860,35.1,578483,655268,20445,39462,10814,752201,367684,595742,418604,177138,60606,62789,29387,27490,13122,126615,98845,87341,726653,191331,113320,27279,10023,21091,110567,38844,12081,17548
4.5,2018,Ohio,11641879,5703967,5937912,695933,713523,747709,772199,765841,1080641,560148,252072,39.3,9023711,9489832,1438271,23563,249741,11641879,5188270,9332790,5901307,3431483,795810,662239,293113,851322,219756,1700315,1410748,1375410,11327784,3277376,1625007,500376,138199,562840,1624247,834760,267363,253618
3.4,2018,Oklahoma,3918137,1941576,1976561,263992,267805,269193,262995,230875,341463,179516,68251,36.4,2959431,2837772,287959,294676,83392,3918137,1723230,3063396,1878306,1185090,301453,291713,126336,169679,76016,499158,414568,481746,3808014,1136916,494089,183604,55374,208035,606833,219241,81544,152992
4.1,2018,Oregon,4081943,2023021,2058922,231927,242619,245569,246092,276903,411976,187308,83262,39.2,3213765,3445933,77789,46961,174510,4081943,1750539,3313374,2061035,1252339,266708,259914,117731,220758,71845,585966,439093,456943,3993967,1066128,566518,188752,45820,168726,732477,354673,177409,228412
4.2,2018,Pennsylvania,12791181,6263189,6527992,709250,727174,764823,826326,862564,1236019,669591,324251,40.7,10115851,10341442,1423319,24847,427892,12791181,5673599,10432506,6536846,3895660,820551,631633,357563,727961,230451,1793062,1484446,1422347,12366049,3551769,1871651,444073,139044,582854,1426783,1083612,454876,410844
4,2018,Rhode Island,1056611,513332,543279,54587,57535,58943,73378,69313,96800,50433,26977,39.9,847742,854502,69254,5484,35663,1056611,467412,873369,565997,307372,63773,65412,28855,56960,18624,155219,126661,117724,1014869,293962,167844,40391,10943,49838,133087,98369,79618,64579
3.5,2018,South Carolina,4955925,2405726,2550199,290090,307410,312273,323640,321035,510667,233843,84573,39.2,3859674,3332986,1339360,16686,75084,4955925,2256951,3985183,2411983,1573200,332200,329934,148072,304868,84331,644916,542317,565021,4819128,1404894,683498,188347,70298,294132,698504,338858,98924,141515
3.1,2018,South Dakota,864289,435761,428528,60407,59990,59016,57056,55477,76582,39962,20264,36.8,651223,730062,16241,75331,12660,864289,387637,673638,461750,211888,69152,65455,32118,45662,14849,124580,102442,102763,830281,233642,117435,34737,12063,29052,120325,49051,11159,18953
3.5,2018,Tennessee,6651089,3243678,3407411,403591,412789,427445,424822,415781,625727,306901,112585,38.7,5149695,5166231,1117489,17848,112915,6651089,2930530,5321857,3257398,2064459,459171,408085,193830,398909,117724,871215,722285,790381,6496195,1874865,857483,290886,79373,370670,942609,443752,125428,208634
3.8,2018,Texas,27885195,13849775,14035420,1998869,2028151,2057414,1987192,1445748,2000715,971168,365931,34.4,20592509,20720689,3365783,136061,1308257,27885195,10769900,21394120,13818331,7575789,2307153,1692105,1088705,1116997,488202,2923721,2397543,3542083,27285450,9116950,3869618,985062,409342,1487321,3892527,1809633,1738344,2998348
3,2018,Utah,3045350,1532768,1512582,252865,261429,257411,237276,139638,190544,94676,35049,30.7,2126301,2632056,35862,32657,69810,3045350,1066131,2224253,1514938,709315,296973,207774,100817,153394,40763,240735,184648,395617,2998673,1098298,374415,89667,50305,93826,464955,201423,99118,157442
2.5,2018,Vermont,624977,307973,317004,29676,32524,33950,43222,47208,68256,31606,13688,42.9,506631,589546,8058,2106,10579,624977,333013,521723,343168,178555,34727,45896,23391,34874,10731,101183,77381,67156,599602,147129,88869,28779,6317,22520,77197,67072,15703,13289
3,2018,Virginia,8413774,4138574,4275200,509955,519276,522823,547867,508806,732740,354161,143345,38.1,6546347,5722660,1613285,22972,531503,8413774,3491091,6756219,4450906,2305313,588532,823962,271915,291491,136383,1043170,843863,1002166,8169581,2394100,1166574,287858,106787,364445,1112619,942374,535760,502400
4.5,2018,Washington,7294336,3645665,3648671,453008,462578,447295,444352,454466,650487,294553,128459,37.6,5661461,5545997,269854,95048,607429,7294336,3064381,5843155,3761036,2082119,524663,551511,230167,354379,127803,987127,751465,861147,7151776,2001444,1019355,298290,91543,257591,1183496,658640,484188,536793
5.2,2018,West Virginia,1829054,904196,924858,99291,102100,107044,110333,133367,202712,101860,40147,42.4,1455681,1704345,66728,3668,14534,1829054,890715,1499244,797423,701821,111965,139552,45449,59493,34837,258841,217917,202343,1781035,472795,232445,93918,19705,116781,240593,103718,15013,14627
3,2018,Wisconsin,5778394,2872376,2906018,335920,357753,370491,381105,379491,527368,271312,126015,39.3,4489451,4945966,368744,50422,159356,5778394,2681232,4639447,3092330,1547117,393049,358325,167256,541654,107700,858674,683448,676150,5631740,1572791,817018,231366,80830,208747,814428,398280,130648,156733
3.9,2018,Wyoming,581836,296979,284857,37270,39680,38940,36734,40114,52876,25287,9614,37.3,444117,532008,5540,14053,4756,581836,274985,458979,307485,151494,43120,59143,23314,12071,11004,81938,65525,69203,567639,158214,72218,29247,7570,20242,102236,36980,7695,12581
